
acaudal,negative
acaudate,negative
acaulescent,negative
acc,positive
acc,neutral
acca,positive
acca,positive
accc,negative
accede,positive
accelerate,positive
accelerate,positive
accelerated,negative
acceleration,neutral
acceleration,neutral
accelerative,neutral
accelerator,positive
accelerator,negative
acceleratory,neutral
accelerometer,positive
accellerate,positive
accent,neutral
accent,neutral
accent,positive
accented,negative
accenthome,positive
accenting,neutral
accentuate,positive
accentuation,neutral
accept,positive
accept,positive
acceptability,positive
acceptable,positive
acceptableness,positive
acceptance,positive
acceptance,neutral
acceptant,negative
acceptation,positive
accepted,positive
acceptive,negative
acceptor,positive
access,neutral
access,positive
access,neutral
accessary,positive
accessary,positive
accessibility,positive
accessibility,neutral
accessible,positive
accessiblity,negative
accessing,negative
accessing,negative
accession,positive
accessor,positive
accessorie,neutral
accessory,positive
accessory,neutral
accessory,neutral
accessorybedroom,positive
accho,positive
acciaccatura,neutral
accident,negative
accident,neutral
accidental,negative
accidental,neutral
accis,positive
acclaim,positive
acclaim,positive
acclaimation,positive
acclaimed,positive
acclaimed,positive
acclamation,positive
acclimate,neutral
acclimation,neutral
acclimatisation,neutral
acclimatise,neutral
acclimatization,neutral
acclimatize,neutral
acclinet,positive
acclivitous,negative
acclivity,positive
accolade,positive
accom,positive
accomadation,positive
accommodate,positive
accommodating,negative
accommodation,positive
accommodation,neutral
accommodative,negative
accommodator,neutral
accomodate,positive
accomodated,positive
accomodation,positive
accomodation,positive
accomodations,positive
accompanied,positive
accompaniment,positive
accompanist,neutral
accompany,positive
accompanying,positive
accompanyist,neutral
accompli,negative
accomplice,positive
accomplish,positive
accomplishable,positive
accomplished,positive
accomplishment,positive
acconut,positive
accord,positive
accord,positive
accord,positive
accordance,positive
accordant,positive
accorders,positive
accordion,positive
accordionist,positive
accost,negative
accouchement,negative
accoucheur,neutral
accoucheuse,neutral
accoun,negative
account,neutral
account,neutral
account,neutral
accountability,neutral
accountability,neutral
accountable,positive
accountable,positive
accountancy,neutral
accountancy,neutral
accountant,negative
accountant,neutral
accountemps,positive
accounting,neutral
accounting,neutral
accouter,neutral
accoutered,neutral
accouterment,positive
accouting,positive
accoutre,neutral
accoutred,neutral
accoutrement,positive
accpac,positive
accra,negative
accredit,positive
accreditation,positive
accreditation,neutral
accredited,neutral
accredited,positive
accreditied,positive
accrete,negative
accretion,positive
accross,positive
accrual,positive
accrual,negative
accrue,positive
accrued,neutral
accruement,positive
accu,positive
acculturation,positive
acculturational,neutral
acculturative,neutral
accumbent,positive
accumulate,negative
accumulated,neutral
accumulation,neutral
accumulation,positive
accumulative,negative
accumulator,neutral
accumulator,positive
accuracy,positive
accuracy,positive
accurate,positive
accurate,positive
accursed,negative
accurst,neutral
accusal,negative
accusation,negative
accusative,positive
accusatorial,positive
accusatory,positive
accuse,negative
accuse,negative
accused,negative
accused,negative
accuser,negative
accusing,positive
accusive,positive
accustom,negative
accustom,positive
accustomed,positive
accustomedness,negative
accustoming,negative
accuweather,positive
acdsee,positive
ace,positive
ace,neutral
ace,negative
ace,negative
acebutolol,neutral
acedia,negative
aceh,neutral
acehnese,negative
acehnese,negative
acellular,negative
acephalia,neutral
acephalism,neutral
acephaly,neutral
acer,positive
acerate,neutral
acerb,negative
acerbate,negative
acerbic,negative
acerbity,negative
acerose,neutral
acetabular,neutral
acetaldehyde,neutral
acetamide,neutral
acetaminophen,negative
acetaminophen,neutral
acetanilid,neutral
acetanilide,neutral
acetate,negative
acetify,negative
acetone,negative
acetonemia,neutral
acetonuria,neutral
acetophenetidin,neutral
acetose,neutral
acetous,neutral
acetphenetidin,neutral
acetum,neutral
acetylate,neutral
acetylcholine,neutral
acetylene,neutral
acetylise,neutral
acetylize,neutral
acg,positive
ach,positive
achaean,neutral
achaian,neutral
ache,negative
ache,negative
ache,negative
acheive,positive
acheronian,neutral
acherontic,neutral
achievability,positive
achievable,positive
achieve,positive
achieve,positive
achievement,positive
achievement,neutral
achiever,positive
achieving,negative
achievment,positive
achilles,negative
achilles,positive
aching,negative
aching,negative
aching,negative
achira,neutral
achivement,positive
achlamydeous,negative
achmed,negative
acholia,neutral
achondritic,positive
achondroplasia,neutral
achondroplasty,neutral
achromasia,positive
achromatic,negative
achromaticity,negative
achromatinic,negative
achromatise,neutral
achromatism,negative
achromatize,neutral
achromic,neutral
achromous,neutral
achromycin,negative
achter,negative
achtergelaten,negative
achy,negative
achyranthes,negative
aci,positive
aci,positive
acicular,neutral
acid-loving,positive
acid-tasting,neutral
acid,negative
acid,neutral
acid,negative
acidic,negative
acidification,positive
acidify,negative
acidity,positive
acidophil,neutral
acidophile,neutral
acidophilic,neutral
acidophilous,neutral
acidophilus,positive
acidosis,negative
acidulate,negative
acidulent,negative
acidulous,negative
acidulousness,negative
aciduric,neutral
acinar,neutral
acinic,neutral
acinose,neutral
acinous,neutral
aciphex,negative
ack-ack,negative
ack,negative
ack,negative
ackee,neutral
ackerman,positive
ackermann,positive
acknoweldgement,positive
acknowledge,positive
acknowledged,negative
acknowledgement,positive
acknowledgement,positive
acknowledgment,neutral
acks,negative
acl,negative
aclu,negative
acm,positive
acme,positive
acme,negative
acmi,positive
acn,positive
acne,neutral
acne,negative
acned,neutral
acnova,positive
acocanthera,neutral
acokanthera,neutral
acommodation,neutral
aconcagua,negative
acores,neutral
acoustic,positive
acoustic,positive
acoustic,neutral
acoustical,positive
acoustical,negative
acousticophobia,neutral
acp,positive
acp,positive
acpi,positive
acpi,neutral
acquaint,positive
acquaintance,positive
acquaintance,positive
acquaintanceship,positive
acquiesce,negative
acquiescence,positive
acquiescent,neutral
acquire,neutral
acquirement,positive
acquirer,positive
acquiring,neutral
acquiring,negative
acquis,positive
acquisition,positive
acquisition,neutral
acquisitive,negative
acquit,positive
acquittal,positive
acquittance,negative
acragas,neutral
acrc,positive
acre,neutral
acre,positive
acreage,positive
acrid,negative
acrididae,neutral
acridity,neutral
acridness,neutral
acrilan,neutral
acrimony,negative
acroanaesthesia,neutral
acroanesthesia,neutral
acrobat,neutral
acrobat,neutral
acrobatic,positive
acrobatic,positive
acrobatics,negative
acrocarp,positive
acrocarpous,positive
acrocephaly,neutral
acrogenic,neutral
acrogenous,neutral
acrolein,neutral
acroma,positive
acromegalia,neutral
acromegaly,neutral
acromicria,neutral
acromikria,neutral
acronis,positive
acronym,neutral
acronymic,neutral
acronymous,neutral
acropetal,positive
acropolis,negative
acroscopic,positive
across-the-board,positive
acrs,negative
acrylamide,negative
acrylate,positive
acrylic,neutral
acrylic,positive
acrylic,negative
acrylonitrile-butadiene-styrene,neutral
acrylonitrile,neutral
act,neutral
act,neutral
act,neutral
actable,negative
acte,negative
acte,negative
actel,neutral
actes,negative
acth,negative
actiivities,positive
actin,neutral
actinal,positive
actinaria,neutral
acting,positive
acting,neutral
actinia,neutral
actinian,neutral
actiniaria,neutral
actiniarian,neutral
actinide,neutral
actinoid,neutral
actinometric,neutral
actinometrical,neutral
actinomorphic,positive
actinomorphous,positive
actinomyces,negative
actinomycetal,neutral
actinomycetous,neutral
actinon,neutral
actinophylla,negative
actinotherapy,neutral
actinozoa,neutral
actinozoan,neutral
action,neutral
action,neutral
action,positive
actionable,positive
actionextra,negative
actionscript,positive
actionscript,positive
actionservlet,negative
actionstool,positive
actium,negative
activaeon,positive
activate,positive
activated,negative
activating,neutral
activating,negative
activation,negative
activator,positive
active,positive
active,positive
active,positive
activeness,positive
activeroles,positive
activescan,negative
activewear,negative
activex,negative
activex,neutral
activision,positive
activism,negative
activism,neutral
activist,neutral
activist,neutral
activist,negative
activistic,neutral
activites,negative
activitiy,negative
activity,neutral
activity,neutral
actor,neutral
actor,positive
actress,negative
actual,positive
actual,positive
actualisation,positive
actualise,positive
actuality,positive
actualization,neutral
actualize,negative
actualize,positive
actuarial,positive
actuarial,negative
actuary,negative
actuate,positive
actuate,neutral
actuating,neutral
actuation,negative
actuation,positive
actuator,negative
actuator,negative
acu,positive
acuate,negative
acuity,positive
acular,neutral
aculaser,positive
aculeate,neutral
aculeated,neutral
acumen,positive
acumen,positive
acupressure,positive
acupuncture,neutral
acura,positive
acurate,positive
acurian,negative
acutance,positive
acute,neutral
acute,negative
acute,negative
acuteness,negative
acws,negative
acyclic,negative
acyclic,positive
acyclovir,negative
acyclovir,negative
acyl,negative
acylglycerol,neutral
ad-lib,positive
ad,neutral
ada,positive
ada,negative
adactylia,neutral
adactylism,neutral
adactyly,neutral
adage,positive
adalia,neutral
adalimumab,positive
adam-and-eve,neutral
adam,positive
adam,neutral
adamance,neutral
adamant,negative
adamant,negative
adamantane,negative
adamantine,negative
adamson,positive
adana,neutral
adapative,positive
adapin,neutral
adapt,neutral
adaptability,positive
adaptable,positive
adaptation,positive
adaptation,positive
adaptative,positive
adapted,positive
adapter,neutral
adapter,neutral
adapting,negative
adaption,positive
adaptive,positive
adaptive,neutral
adaptogenic,positive
adaptor,neutral
adaptor,neutral
adaxial,negative
adb,positive
adc,neutral
add-in,neutral
add-on,positive
add,negative
add,negative
add,neutral
addable,neutral
added,positive
added,positive
addendum,negative
addendum,negative
adderall,negative
addible,neutral
addict,negative
addict,positive
addict,negative
addicted,positive
addicting,positive
addiction,negative
addiction,neutral
addictive,positive
addin,positive
addison,positive
addition,neutral
additional,neutral
additional,negative
additive,positive
additive,positive
additive,positive
addle-head,positive
addle,positive
addlebrained,neutral
addled,negative
addlehead,positive
addlepated,neutral
addo,positive
addport,positive
address,positive
address,neutral
address,positive
addressbook,positive
addressed,negative
addressee,negative
adduce,positive
adducent,negative
adduct,positive
adducting,negative
adductive,negative
addy,negative
adec,positive
adel,negative
adelaide,neutral
adenine,negative
adenine,negative
adenoid,negative
adenoidal,negative
adenoma,negative
adenomatous,negative
adenomyosarcoma,neutral
adenomyosis,negative
adenosine,negative
adenovirus,positive
adept,positive
adept,positive
adeptia,positive
adeptness,positive
adequacy,neutral
adequacy,positive
adequate,positive
adequate,positive
adequateness,positive
adermin,negative
adh,neutral
adhd,neutral
adhd,negative
adhere,neutral
adherence,positive
adherent,positive
adherent,positive
adhering,neutral
adhesion,positive
adhesive,positive
adhesive,positive
adhesive,negative
adhesiveness,positive
adiabatic,negative
adicts,negative
adidas,positive
adidas,positive
adience,negative
adient,negative
adieu,positive
adifferent,negative
adios,positive
adipex,neutral
adipex,negative
adipex,positive
adipogenic,positive
adipose,negative
adiposeness,negative
adiposis,positive
adiposity,negative
adirondack,positive
adirondack,positive
adisk,negative
adjacency,negative
adjacency,positive
adjacent,negative
adjacent,neutral
adjectival,negative
,negative
adjoin,positive
adjoining,positive
adjourn,neutral
adjournment,negative
adjudge,positive
adjudicate,positive
adjudication,neutral
adjudication,negative
adjudicative,neutral
adjudicatory,neutral
adjunct,positive
adjunct,positive
adjunction,positive
adjure,negative
adjust,positive
adjustability,neutral
adjustable,positive
adjustable,positive
adjusted,neutral
adjuster,neutral
adjusting,positive
adjustment,positive
adjustment,neutral
adjustor,neutral
adjutant,negative
adjuvant,positive
adknowledge,negative
adl,positive
adler,neutral
adm,negative
adman,positive
admin,neutral
admin,neutral
admin,neutral
administer,neutral
administered,negative
administering,neutral
administrasie,negative
administrate,positive
administration,neutral
administration,neutral
administrative,neutral
administrative,neutral
administrator,neutral
administrator,neutral
adminitration,positive
adminrest,positive
admins,negative
adminstration,negative
admirability,neutral
admirable,positive
admirableness,neutral
admiral,positive
admiration,positive
admire,positive
admirer,positive
admiring,negative
admissibility,positive
admissibility,positive
admissible,positive
admission,positive
admission,neutral
admit,positive
admittable,neutral
admittance,positive
admittible,neutral
admitting,positive
admixture,neutral
admonish,negative
admonisher,neutral
admonishing,neutral
admonishment,positive
admonition,positive
admonitory,neutral
adms,negative
adnam,positive
adnate,negative
adnexa,neutral
adnexal,neutral
ado,positive
adobe,positive
adobe,neutral
adodb,negative
adolescence,negative
adolescent,positive
adolescent,neutral
adolescent,neutral
adolf,negative
adolphs,positive
adopt,negative
adopt,neutral
adoptable,negative
adopted,negative
adoption,neutral
adoption,neutral
adoptive,positive
adora,positive
adorability,neutral
adorable,positive
adorableness,neutral
adoration,neutral
adore,negative
adore,positive
adored,neutral
adoring,positive
adoring,negative
adorn,positive
adorned,negative
adorning,positive
adornment,positive
adpressed,neutral
adr,positive
adrants,negative
adrenal,negative
adrenalectomy,neutral
adrenalin,positive
adrenaline,positive
adrenaline,positive
adrenaline,positive
adrenergic,negative
adrenocorticotrophic,neutral
adrenocorticotrophin,negative
adrenocorticotropic,neutral
adrenocorticotropin,negative
adress,negative
adresse,negative
adressen,negative
adrian,neutral
adrian,positive
adrianople,neutral
adrianopolis,neutral
adriatic,positive
adriatic,negative
adrienne,positive
adrift,negative
adrift,negative
adrift,negative
adroit,negative
adroitness,positive
adscript,negative
adscripted,negative
adsense,positive
adsense,neutral
adsl,negative
adsl,neutral
adsorbable,negative
adsorbate,negative
adsorbent,negative
adsorption,negative
adsorptive,negative
adt,positive
adu,positive
adulation,positive
adulator,neutral
adult,positive
adult,positive
adult,neutral
adultchatn,negative
adulterant,positive
adulterant,neutral
adulterate,positive
adulterate,positive
adulterated,neutral
adulterating,positive
adulteration,negative
adulterator,neutral
adulterer,neutral
adulteress,negative
adulterous,negative
adultery,negative
adulthood,positive
adumbrate,positive
adumbration,positive
adumbrative,neutral
adust,neutral
adv,positive
advaced,positive
advan,positive
advance,positive
advance,positive
advance,neutral
advance,positive
advanced,neutral
advanced,neutral
advancement,positive
advancement,neutral
advancing,negative
advansys,positive
advantage,positive
advantage,neutral
advantageous,positive
advantageousness,positive
advection,negative
advent,positive
advent,positive
adventitia,neutral
adventue,neutral
adventure,positive
adventure,neutral
adventure,negative
adventurer,negative
adventuresome,positive
adventurous,positive
adventurousness,neutral
ad,positive
adversarial,negative
adversary,negative
adversative,neutral
adverse,negative
adverse,negative
adversity,negative
adversity,negative
advert,negative
advert,positive
advert,positive
advertence,neutral
advertency,neutral
advertent,positive
advertenties,negative
advertise,positive
advertise,positive
advertise,neutral
advertised,positive
advertisement,negative
advertisement,neutral
advertiser,positive
advertiser,neutral
advertising,neutral
advertising,neutral
advertisments,negative
advertize,negative
advertizement,neutral
advertizer,positive
advertizing,neutral
advertorial,positive
advfn,positive
advice,positive
advice,neutral
advil,neutral
advisability,positive
advisable,positive
advise,neutral
advised,negative
advisement,negative
adviser,neutral
adviser,positive
advising,neutral
advisor,positive
advisor,neutral
advisory,positive
advisory,positive
advisory,neutral
advocacy,positive
advocacy,neutral
advocate,positive
advocate,positive
advocate,positive
advocator,positive
advs,positive
adware,negative
adware,negative
adword,positive
adwords,positive
adynamic,negative
adz,neutral
adze,neutral
adzhar,neutral
adzhar,negative
adzharia,neutral
aec,negative
aegean,neutral
aegina,neutral
aegir,neutral
aegis,positive
aegis,positive
aegospotami,neutral
aegospotamos,neutral
aelfy,positive
aem,positive
aengus,neutral
aengus,negative
aenon,positive
aeolia,neutral
aeolian,neutral
aeolic,neutral
aeolis,neutral
aeolotropic,neutral
aeon,positive
aeonian,negative
aep,negative
aer,positive
aerate,negative
aerated,negative
aeration,positive
aeration,positive
aerial,neutral
aerial,positive
aerial,neutral
aerie,neutral
aeriform,positive
aerify,negative
aero,negative
aerobatics,negative
aerobic,neutral
aerobics,positive
aerodrome,neutral
aerodynamic,positive
aerodynamics,positive
aerodynamics,positive
aeroembolism,negative
aeroflot,positive
aerofoil,positive
aerogenerator,neutral
aerogram,neutral
aerogramme,neutral
aeromechanics,positive
aeromodelling,positive
aeron,positive
aeronaut,neutral
aeronautic,positive
aeronautical,positive
aeronautics,neutral
aeronautics,neutral
aerophilic,positive
aerophilous,positive
aerophyte,neutral
aeroplane,neutral
aerosmith,negative
aerosmith,negative
aerosol,neutral
aerosoles,positive
aerosolise,neutral
aerosolised,negative
aerosolize,neutral
aerosolized,negative
aerospace,positive
aerospace,positive
aerospace,neutral
aery,positive
aery,neutral
aes,positive
aesculapian,negative
aesculapius,neutral
aesthesia,positive
aesthesis,positive
aesthete,neutral
aesthetic,neutral
aesthetic,neutral
aesthetic,neutral
aesthetical,positive
aesthetician,neutral
aestival,neutral
aestivate,negative
aestivation,neutral
aether,negative
aetiologic,neutral
aetiological,neutral
aetiologist,neutral
aetiology,neutral
aetna,positive
aeuserungen,negative
af,neutral
afa,positive
afar,negative
afar,positive
afc,neutral
afdc,neutral
afeard,neutral
afeared,neutral
afebrile,positive
affability,neutral
affableness,neutral
affair,neutral
affair,neutral
affaire,positive
affe,negative
affect,negative
affect,negative
affect,neutral
affectation,negative
affected,negative
affected,positive
affectedness,negative
affectees,positive
affecting,positive
affecting,negative
affection,positive
affection,negative
affectional,neutral
affectionate,positive
affectionateness,positive
affective,neutral
afferent,positive
affiance,neutral
affidavit,positive
affiliate,positive
affiliate,neutral
affiliate,positive
affiliated,positive
affiliation,positive
affinal,neutral
affine,neutral
affinia,positive
affinia,negative
affinity,positive
affinity,positive
affirm,positive
affirmable,neutral
affirmation,positive
affirmation,positive
affirmative,positive
affirmative,neutral
affirmatory,positive
affirmer,neutral
affix,positive
affix,positive
affix,positive
affixal,neutral
affixation,positive
affixed,negative
affixial,neutral
afflict,negative
afflicted,negative
affliction,negative
affligem,negative
affluence,positive
affluent,positive
affluent,negative
afford,positive
afford,positive
affordability,positive
affordability,positive
affordable,positive
affordable,neutral
affording,positive
afforest,neutral
afforestation,negative
affranchise,positive
affray,negative
affray,negative
affricate,neutral
affricative,neutral
affright,negative
affright,negative
affront,negative
affymetrix,positive
afg,positive
afgespeeld,negative
afghan,positive
afghan,neutral
afghan,neutral
afghani,positive
afghani,neutral
afghani,positive
afghanistan,negative
afghanistani,positive
afghanistani,neutral
afhankelijk,negative
aficionado,positive
afire,negative
afl,positive
aflame,negative
aflare,negative
aflaxen,neutral
aflicker,neutral
afloat,negative
aflpa,positive
aflutter,negative
afoot,neutral
aforementioned,negative
aforesaid,negative
aforesaid,negative
aforethought,negative
aforetime,positive
afoul,negative
afp,negative
afraid,negative
afrasian,neutral
africa,positive
africa,neutral
africa,positive
african-american,neutral
african-american,neutral
african,neutral
african,positive
african,neutral
africon,positive
afrika,negative
afrikaans,negative
afrikaans,negative
afrikander,neutral
afrikaner,negative
afrikaner,neutral
afrikas,negative
afro-american,neutral
afro-american,neutral
afro-asiatic,neutral
afro,positive
afroasiatic,neutral
afrocentric,negative
afsc,positive
afstande,negative
afstandsbediening,negative
aft,positive
aft,negative
after,negative
after,negative
aftereffect,negative
afterglow,positive
afterimage,negative
afterlife,neutral
aftermarket,positive
aftermath,negative
aftermath,negative
afternoon,neutral
afternoon,positive
afters,positive
aftersales,positive
aftersensation,negative
aftershock,negative
aftertaste,negative
afterthought,neutral
afv,positive
ag,positive
aga,neutral
agadir,positive
again,negative
against,negative
againts,negative
agalactia,neutral
agalactosis,neutral
agamen,negative
agamic,neutral
agamogenetic,neutral
agamous,neutral
agape,negative
agape,positive
agar-agar,neutral
agar,neutral
agarose,positive
agassi,neutral
agate,positive
agatha,negative
agatston,positive
agaze,negative
agbn,negative
agbs,negative
agca,negative
agcenter,positive
agd,positive
age-old,negative
age,neutral
age,neutral
age,neutral
aged,neutral
aged,negative
aged,neutral
agedness,positive
ageing,negative
ageing,neutral
ageing,neutral
ageism,negative
agel,positive
ageless,positive
agelessly,positive
agence,positive
agency,neutral
agency,neutral
agenda,neutral
agenda,neutral
agendum,neutral
agenesia,neutral
agenesis,neutral
agenise,neutral
agenize,neutral
agent,neutral
agent,neutral
agentur,negative
agentwebranking,positive
ageratum,neutral
agfa,negative
aggeus,neutral
agglomerate,neutral
agglomerate,positive
agglomerated,neutral
agglomeration,positive
agglomerative,neutral
agglutinate,positive
agglutinative,positive
aggrade,positive
aggrandise,positive
aggrandisement,positive
aggrandize,positive
aggrandizement,positive
aggravate,negative
aggravated,neutral
aggravated,negative
aggravating,negative
aggravation,negative
aggravator,negative
aggregate,positive
aggregate,positive
aggregate,negative
aggregate,positive
aggregated,positive
aggregation,positive
aggregative,positive
aggregator,neutral
aggresive,positive
aggress,negative
aggression,negative
aggression,negative
aggressive,negative
aggressiveness,negative
aggressor,negative
aggrevation,negative
aggrieved,neutral
aggroup,neutral
agha,neutral
aghan,neutral
aghast,negative
aghorizons,positive
agile,positive
agile,negative
agility,positive
agility,positive
agincourt,positive
aging,negative
aging,neutral
aging,neutral
agio,positive
agiotage,positive
agism,negative
agitate,negative
agitated,negative
agitating,negative
agitation,negative
agitative,negative
agitator,neutral
agkistrodon,neutral
agleam,positive
aglet,neutral
aglitter,positive
aglow,positive
agnail,neutral
agnate,neutral
agnation,neutral
agnes,neutral
agnise,positive
agnize,positive
agnostic,positive
agnostic,negative
agnostical,positive
agnosticism,negative
ago,neutral
agone,neutral
agonise,neutral
agonised,neutral
agonising,negative
agonist,positive
agonistic,negative
agonistical,negative
agonize,neutral
agonized,neutral
agonizing,negative
agony,negative
agony,neutral
agoraphobia,negative
agosto,negative
agp,neutral
agranulocytosis,neutral
agranulosis,neutral
agraphia,neutral
agrarbereich,negative
agrarian,neutral
agree,neutral
agree,positive
agreeable,positive
agreeableness,negative
agreed,positive
agreed,negative
agreed,positive
agreement,positive
agreement,neutral
agression,negative
agrestic,positive
agribusiness,positive
agribusiness,neutral
agricultu,neutral
agricultural,neutral
agricultural,neutral
agriculturalist,positive
agriculture,neutral
agriculture,neutral
agriculturist,positive
agrigento,neutral
agrimonia,neutral
agrimony,neutral
agrimony,negative
agripino,negative
agro,neutral
agrobacterium,neutral
agrobiologic,neutral
agrobiological,neutral
agrochemicals,negative
agrologic,neutral
agrological,neutral
agronomic,neutral
agronomical,neutral
agronomy,neutral
agrotechnology,neutral
aground,positive
agrp,negative
agu,positive
agua,positive
aguacate,positive
ague,negative
agueweed,neutral
aguilera,neutral
aguri,positive
agy,positive
ah,positive
ahab,negative
ahadada,positive
ahead,positive
ahead,negative
ahead,negative
ahem,neutral
ahepa,positive
ahistorical,negative
ahmad,positive
ahmadinejad,negative
ahmadinejads,negative
ahmadiyya,negative
ahmed,negative
ahnen,negative
ahnt,negative
ahorse,neutral
ahorseback,neutral
ahs,negative
